gene	snp
ENSG00000270179	snp_2864
ENSG00000270195	snp_2865
ENSG00000270269	snp_2866
ENSG00000270304	snp_2867
ENSG00000270344	snp_2868
ENSG00000270408	snp_2869
ENSG00000270557	snp_2870
ENSG00000270714	snp_2871
ENSG00000270941	snp_2872
ENSG00000270996	snp_2873
ENSG00000271029	snp_2874
ENSG00000271043	snp_2875
ENSG00000271057	snp_2876
ENSG00000271064	snp_2877
ENSG00000271318	snp_2878
ENSG00000271327	snp_2879
ENSG00000271332	snp_2880
ENSG00000271366	snp_2881
ENSG00000271369	snp_2882
ENSG00000271482	snp_2883
ENSG00000271607	snp_2884
ENSG00000271664	snp_2885
ENSG00000271698	snp_2886
ENSG00000271711	snp_2887
ENSG00000271755	snp_2888
ENSG00000271871	snp_2889
ENSG00000271927	snp_2890
ENSG00000271964	snp_2891
ENSG00000271997	snp_2892
ENSG00000272003	snp_2893
ENSG00000272005	snp_2894
ENSG00000272016	snp_2895
ENSG00000272017	snp_2896
ENSG00000272065	snp_2897
ENSG00000272091	snp_2898
ENSG00000272102	snp_2899
ENSG00000272110	snp_2900
ENSG00000272130	snp_2901
ENSG00000272158	snp_2902
ENSG00000272159	snp_2903
ENSG00000272170	snp_2904
ENSG00000272182	snp_2905
ENSG00000272198	snp_2906
ENSG00000272236	snp_2907
ENSG00000272305	snp_2908
ENSG00000272308	snp_2909
ENSG00000272310	snp_2910
ENSG00000272320	snp_2911
ENSG00000272327	snp_2912
ENSG00000272338	snp_2913
ENSG00000272368	snp_2914
ENSG00000272405	snp_2915
ENSG00000272412	snp_2916
ENSG00000272420	snp_2917
ENSG00000272468	snp_2918
ENSG00000272494	snp_2919
ENSG00000272544	snp_2920
ENSG00000272562	snp_2921
ENSG00000272564	snp_2922
ENSG00000272573	snp_2923
ENSG00000272576	snp_2924
ENSG00000272593	snp_2925
ENSG00000272630	snp_2926
ENSG00000272668	snp_2927
ENSG00000272677	snp_2928
ENSG00000272690	snp_2929
ENSG00000272692	snp_2930
ENSG00000272752	snp_2931
ENSG00000272782	snp_2932
ENSG00000272783	snp_2933
ENSG00000272789	snp_2934
ENSG00000272825	snp_2935
ENSG00000272914	snp_2936
ENSG00000273073	snp_2937
ENSG00000273097	snp_2938
ENSG00000273117	snp_2939
ENSG00000273174	snp_2940
ENSG00000273183	snp_2941
ENSG00000273237	snp_2942
ENSG00000273253	snp_2943
ENSG00000273270	snp_2944
ENSG00000273291	snp_2945
ENSG00000273297	snp_2946
ENSG00000273314	snp_2947
ENSG00000273321	snp_2948
ENSG00000273338	snp_2949
ENSG00000273373	snp_2950
ENSG00000273387	snp_2951
ENSG00000273444	snp_2952
ENSG00000273473	snp_2953
ENSG00000273476	snp_2954
